#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  89
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  89
#! SET periodic_psi true
   -3.141592654   -3.141592654  -19.562672295   -6.623864671   -0.198884476
   -3.070995066   -3.141592654  -19.989949497   -5.485491468    0.134855172
   -3.000397478   -3.141592654  -20.336241188   -4.355244729    0.493652910
   -2.929799890   -3.141592654  -20.606313507   -3.340226720    0.845866298
   -2.859202303   -3.141592654  -20.809894773   -2.464871554    1.161574695
   -2.788604715   -3.141592654  -20.954078456   -1.644337569    1.414756363
   -2.718007127   -3.141592654  -21.038960914   -0.774061848    1.586662816
   -2.647409540   -3.141592654  -21.061101026    0.119062262    1.675404741
   -2.576811952   -3.141592654  -21.023896731    0.865997548    1.702484627
   -2.506214364   -3.141592654  -20.944025214    1.307484344    1.710995667
   -2.435616776   -3.141592654  -20.844293598    1.452217342    1.749163429
   -2.365019189   -3.141592654  -20.739560463    1.481792505    1.846743639
   -2.294421601   -3.141592654  -20.630829058    1.586364766    2.005020920
   -2.223824013   -3.141592654  -20.510681589    1.786991270    2.192359289
   -2.153226425   -3.141592654  -20.376853351    1.947832568    2.358456792
   -2.082628838   -3.141592654  -20.237836981    1.920576378    2.462993058
   -2.012031250   -3.141592654  -20.107514604    1.716152868    2.503180379
   -1.941433662   -3.141592654  -19.993773869    1.475430175    2.525464792
   -1.870836075   -3.141592654  -19.893647032    1.355102198    2.589845555
   -1.800238487   -3.141592654  -19.795859153    1.400054907    2.733578873
   -1.729640899   -3.141592654  -19.689768531    1.587401569    2.941631490
   -1.659043311   -3.141592654  -19.566405366    1.892744165    3.165352835
   -1.588445724   -3.141592654  -19.415843489    2.375606976    3.356881491
   -1.517848136   -3.141592654  -19.221457745    3.144009688    3.502973318
   -1.447250548   -3.141592654  -18.960701954    4.258808394    3.639093093
   -1.376652961   -3.141592654  -18.610915446    5.637031261    3.826946762
   -1.306055373   -3.141592654  -18.159590311    7.115150188    4.121668599
   -1.235457785   -3.141592654  -17.605246382    8.530790437    4.537658833
   -1.164860197   -3.141592654  -16.954870650    9.834688325    5.039535822
   -1.094262610   -3.141592654  -16.215485635   11.062837911    5.571282430
   -1.023665022   -3.141592654  -15.390714946   12.255494172    6.084368599
   -0.953067434   -3.141592654  -14.482817939   13.414659312    6.570013771
   -0.882469847   -3.141592654  -13.495318545   14.508408614    7.042599772
   -0.811872259   -3.141592654  -12.433241781   15.523293423    7.516073770
   -0.741274671   -3.141592654  -11.301456172   16.500328229    7.973604364
   -0.670677083   -3.141592654  -10.101497386   17.437579060    8.356208578
   -0.600079496   -3.141592654   -8.839075078   18.245920018    8.582302851
   -0.529481908   -3.141592654   -7.531833631   18.652142490    8.572502914
   -0.458884320   -3.141592654   -6.220358649   18.314864075    8.270576104
   -0.388286732   -3.141592654   -4.966741009   16.997751418    7.649897917
