#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  89
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  89
#! SET periodic_psi true
   -3.141592654   -3.141592654   -9.180759509  -23.757837432   -0.535438236
   -3.070995066   -3.141592654  -10.804108789  -21.923920853    0.116251960
   -3.000397478   -3.141592654  -12.237312076  -18.426399243    0.711424400
   -2.929799890   -3.141592654  -13.378575318  -13.764108401    1.251952795
   -2.859202303   -3.141592654  -14.171795967   -8.705300083    1.790672929
   -2.788604715   -3.141592654  -14.618177871   -4.070631775    2.377087092
   -2.718007127   -3.141592654  -14.771513034   -0.473393583    3.019447151
   -2.647409540   -3.141592654  -14.714917184    1.878831896    3.696201421
   -2.576811952   -3.141592654  -14.530492923    3.211615266    4.380152130
   -2.506214364   -3.141592654  -14.273861819    4.005093115    5.056250772
   -2.435616776   -3.141592654  -13.966973358    4.688965812    5.710741000
   -2.365019189   -3.141592654  -13.610051285    5.412800259    6.312237016
   -2.294421601   -3.141592654  -13.203458048    6.062744514    6.802061997
   -2.223824013   -3.141592654  -12.758931911    6.450350025    7.109876658
   -2.153226425   -3.141592654  -12.297666072    6.545370230    7.198400538
   -2.082628838   -3.141592654  -11.835816921    6.506994443    7.099919914
   -2.012031250   -3.141592654  -11.374654259    6.553953888    6.933490191
   -1.941433662   -3.141592654  -10.903287167    6.795747164    6.867810816
   -1.870836075   -3.141592654  -10.409408408    7.177583078    7.059643091
   -1.800238487   -3.141592654   -9.887379334    7.581373716    7.591431175
   -1.729640899   -3.141592654   -9.337111163    7.986787453    8.427025845
   -1.659043311   -3.141592654   -8.754161639    8.538910218    9.419251379
   -1.588445724   -3.141592654   -8.121133186    9.433331866   10.348308269
   -1.517848136   -3.141592654   -7.410791423   10.713796541   10.986175434
   -1.447250548   -3.141592654   -6.602396038   12.152007755   11.163009196
   -1.376652961   -3.141592654   -5.699882495   13.301562270   10.810150233
   -1.306055373   -3.141592654   -4.740066433   13.717157352    9.967912871
   -1.235457785   -3.141592654   -3.784096846   13.175184530    8.763594366
   -1.164860197   -3.141592654   -2.898270065   11.776083273    7.363308856
   -1.094262610   -3.141592654   -2.132423639    9.836733822    5.931371420
   -1.023665022   -3.141592654   -1.510954691    7.757560793    4.589140729
   -0.953067434   -3.141592654   -1.032056285    5.833316206    3.409623131
   -0.882469847   -3.141592654   -0.678535064    4.222310178    2.421819748
   -0.811872259   -3.141592654   -0.426847673    2.946028165    1.632574023
   -0.741274671   -3.141592654   -0.254424460    1.965883433    1.033456970
   -0.670677083   -3.141592654   -0.142061267    1.237558050    0.606780585
   -0.600079496   -3.141592654   -0.073439033    0.723121039    0.327365456
   -0.529481908   -3.141592654   -0.034874770    0.388236770    0.160730860
   -0.458884320   -3.141592654   -0.014928671    0.185987424    0.070937868
   -0.388286732   -3.141592654   -0.005794422    0.080594869    0.028227796
   -0.317689145   -3.141592654   -0.002035027    0.031481076    0.010017951
   -0.247091557   -3.141592654   -0.000548460    0.009109715    0.002981123
   -0.176493969   -3.141592654   -0.000152918    0.002796864    0.000793192
   -0.105896382   -3.141592654   -0.000000000   -0.000000000   -0.000000000
   -0.035298794   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.035298794   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.105896382   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.176493969   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.247091557   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.317689145   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.388286732   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.458884320   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.529481908   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.600079496   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.670677083   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.741274671   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.811872259   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.882469847   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    0.953067434   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    1.023665022   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    1.094262610   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    1.164860197   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    1.235457785   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    1.306055373   -3.141592654   -0.000000000   -0.000000000   -0.000000000
    1.376652961   -3.141592654   -0.000000000   -0.000000000   -0.000000000
